,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score
1741648,1741749,US,50464433,R1SV3GHPA0O4E9,B005NDXVQY,599589022,Sugar-Free Butter Toffee from The Swiss Colony,Grocery,1.0,4.0,4.0,N,Y,Weird tasting / made me sick,I love toffee but not all the sugar so I thought I would try these.  Strong maple syrup smell and strange taste and after taste.  Then there is a warning that eating more than the 3 piece suggested serving size could cause stomach issues.  WELL 3 pieces and sick to my stomach a few hours later so not worth it.,2013-05-15,-0.0943
1743734,1743835,US,7274474,R17OKLGE4F9LJ2,B003GQTCPO,266572501,Sans Sucre Classic Blondie Brownie Mix (sweetened with Stevia),Grocery,1.0,1.0,2.0,N,N,made me sick,"tastes good, easy to make, but made me sick! made my kidneys hurt. its the artificial sweetner! do not buy",2013-05-13,-0.8287
1749919,1750020,US,32381962,R195E8SZ2ZN2N6,B001EO7EDC,689058131,"Bergin Nut Company Peaches Dried, 16-Ounce Bags (Pack of 3)",Grocery,1.0,0.0,1.0,N,Y,Literally made me throw up.,"I love dried peaches.  I HATED these dried peaches.  They were not fully dried.  One of them even had the little round sticker on it (like the ones you buy at the grocery store!).  I ate some of these and then promptly threw up.  What a waste of money!  Yuck, yuck, yuck!!!!!!",2013-05-08,-0.6909
1751624,1751725,US,23591428,R3EBMX3EPXXK76,B005DFL4PM,341189477,Bell Plantation PB2 with Premium Chocolate,Grocery,2.0,2.0,3.0,N,Y,Made me sick,The powder consistency was OK.<br />the taste was a bit different for me. After a few bites to make sure I didn't like it I started to feel sick to my stomach.<br />In the end I gave it away.,2013-05-06,-0.4784
1752852,1752953,US,37015657,RCSU9DH0QOZPP,B001IZM92I,351890903,Old Wisconsin Summer Sausage,Grocery,1.0,1.0,3.0,N,Y,"Terrible, made me sick!!!","Worst sausage I''ve ever eaten!!! Never buy it!!! Take care of your stomach!!! Also, too salty to eat!!! Worry about the quality as well!!!",2013-05-05,-0.5951
1752986,1753087,US,50351056,R4ULYI3UVGP4D,B002LMJN5S,16632123,MacroLife Naturals Superfood Bars - Fortified with Macro Greens or Miracle Reds - All Natural Raw Super Food Bars - 12 Bars,Grocery,1.0,2.0,6.0,N,N,Probiotic made me sick,"I tried this bar for the first time yesterday and ate two, about 4 hours apart. The taste is great, but I developed significant abdominal cramps and bloating. I had to go to bed early because the pain was disabling and I had to use naproxen sodium for pain relief. I am still miserable almost 24 hours later.  I would not want this to happen to anyone else. I would check with a pediatrician before feeding this bacteria-containing bar to a baby.",2013-05-05,-0.8953
1754986,1755087,US,32519073,R2ZS48SGLGI676,B000KHMWMC,400496263,"MW Polar Fancy Whole Smoked Oysters Cocktail, 3-Ounce Units (Pack of 24)",Grocery,1.0,4.0,5.0,N,Y,"Awful crap-and, non-returnable! Danger, danger, Will Robinson!","I should have read the reviews before ordering these. They are TRULY AWFUL! Don't order them, unless you want to get them to TRY to feed them to your cat. (mine won't eat them). They do taste like smoked oysters, great price, but horrible.<br /><br />They crumble like some horrible stuff (you can't even fish ONE from the can). They all fall apart, into little pieces. too large, just gross stuff. Never again. You truly do, as they say, get what you pay for. I'd rather have paid a few more bucks to go to the grocery, or bought some that were 6-8 bucks more. Eccchhhh! Horrible stuff. Why does Amazon even offer them? Terrible, terrible product.",2013-05-04,-0.9681
1759264,1759365,US,51212603,R36G4C4OAM179G,B001PB31CM,748979741,Two Pounds Of Turkish Pistachios,Grocery,1.0,4.0,4.0,N,Y,every 5th nut was rotten,"After eating the 10th or so rotten / moldy nut, I gave up. These nuts must be very old. It would be nice to have a fresh source of Turkish Pistachios.",2013-04-30,-0.3488
1761562,1761663,US,51754424,R3E9JZS66P2W5Q,B002O5QWD8,7723467,"Carolina Gold Nuggets Microwave Pork Puffies Bake-N-Puffs, Original, 16 Ounce",Grocery,2.0,0.0,3.0,N,Y,Made me sick,"Cooked a small amount as directed. Product was extremely salty, and later I was very sick. Not sure if these were spoiled or what. Not at all like what I was expecting.",2013-04-28,-0.7863
1765673,1765774,US,16666043,RAPO0H5ZCWPLE,B008VSYPKY,513738172,"Gerber 3rd Foods Herbed Chicken with Pasta Dinner, 6 Ounce -- 12 per case.",Grocery,1.0,0.0,0.0,N,N,"too many pasta pieces for babies to chew, babies gag and throw up",too many pasta pieces to chew. my baby threw up the entire feed. he is still learning to chew. he ties to gulp it without chewing. he is a fussy eater and this makes it worse. product should have more chicken and veggies and less pasta.,2013-04-24,-0.4767
1766012,1766113,US,12344809,R1JTK3XIVDU6CS,B006BXV130,448372412,"Kellogg's Krave Chocolate Cereal, 11.4 Ounce",Grocery,1.0,2.0,9.0,N,N,Krave tastes like poison,"We bought my three year old daughter krave cereal after she begged and begged for it. She quickly finished off a bowl of it this morning. I thought it a good idea to have some myself so I know what she's eating. The first bite tasted like some kind of chemically poisoning. After a few bites I got used to the taste and finished it off. Then twenty minutes later I began throwing up, out of the blue. This continued until I completely emptied my stomach of all the krave cereal. Now in doing some reading, I have learned this cereal contains GMOs. I'm terribly angry that as a consumer we are not told by clear labeling what goes into our food. We will NEVER buy this cereal again!!!!! I refuse to slowly poison my family. A strong stand needs to be made against GMOs!!!",2013-04-24,-0.9193
1766057,1766158,US,16666043,RNPOFXPIR4OCH,B005Q0CBNI,666335605,Beech-Nut Stage 3 Homestyle Chicken Vegetables & Stars - 12 pack,Grocery,1.0,2.0,3.0,N,N,"way too many stars to chew for their age, babies gag and throw up.","they should reduce the number of stars/pasta pieces in the bottle. its difficult for babies to chew them in large quantity , they try to gulp it and gag and finally  throw up. such a waste of mother's efforts to feed an already fussy/ picky eater. at this age babies are not experts in chewing they are still learning. same is the case with herbed chicken and pasta by Gerber 3rd food.",2013-04-24,-0.7506
1775588,1775689,US,11778824,RAA5MMIRX295N,B00437JHPU,814546440,"Fiber One Chewy Bars, Oats and Chocolate, 5-Count Box",Grocery,2.0,2.0,5.0,N,Y,Tired of getting sick,"My husband and I used to be HUGE Fiber One Chew Bar fans until the last 6 months or so. It seems every couple of boxes or so we get a couple that makes us incredibly sick. When it first happened to me I kind of blew it off and never mentioned it to my husband, then it happened again, and then a third time. I finally made mention of it to him and he admitted to having the same problem! This package is the last one we will ever be purchasing.",2013-04-17,-0.4857
1777148,1777249,US,15414480,R1HHIF01GECI4M,B008YDK8X4,702564498,"Taste Nirvana Coconut Water, Coco Motion, 16.2 Ounce (Pack of 12)",Grocery,1.0,1.0,2.0,N,N,Bad product - Made me sick.,Made me sick. The originial is good. Not the Coco Motion. It gave me motions. You cannot return the item. You are stuck with it. I will not recommend this product to anyone. Go for the plain original.,2013-04-15,-0.2982
1777281,1777382,US,13849794,R1XRJ0DGC24AFM,B0009F3QL6,743954988,Yogi Tea,Grocery,1.0,0.0,7.0,N,N,It made all co-workers sick,"This Tea had a horrible after taste. There was 3 of us who tried this tea at work. We all didn't like it. So you can multiply this reveiw by 3. That makes it thriple terrible. After first the taste is warm and thick, but then the after taste was thick and sweet in a not good way. The after taste lasted a very long time too.",2013-04-15,-0.3641
1782716,1782818,US,13477980,R1KZ6RE6OW9SV4,B0060KPEK0,836772126,Lipton Iced Tea Mix,Grocery,1.0,0.0,1.0,N,N,sickening,"this product is sickening....stinks and tasteless, undrinkable and will have to be thrown out. shame on lipton company.  will never buy again",2013-04-10,-0.4767
1788506,1788608,US,34831911,R32DRAHAY5VWGZ,B002L28D2M,60353478,Bubble Yum Original Gum Big Pack - 2.8 oz - 12 ct,Grocery,5.0,0.0,0.0,N,Y,The pause with no ill affects,"Since I quit smoking by chewing Nicorette gum , I find that chewing bubble gum has become something that takes its place.  It tastes good and has no ill affects.  Yahoo !",2013-04-05,-0.3382
1790747,1790849,US,43121906,R2HUD6YNK0Z3BF,B0060GYDT2,91278017,"Hi-Country, Sweet Teriyaki Jerky Spice Kit",Grocery,1.0,0.0,1.0,N,Y,The smell of it cooking made us sick.,Not sure what spice was in it but the smell made my family sick and the taste was bad.  You millage may vary.  The video and instructions were good just the taste was bad.<br /><br />Thanks<br />Robert,2013-04-03,-0.7802
1793472,1793574,US,32780033,R1A300L0HHAKP,B00795X9T8,700716822,The Green Cup - Coffee Pod Adapter for Keurig and Kcup Coffee Machines,Grocery,1.0,3.0,4.0,N,Y,"Warning, warning danger Will Robinson!",The only thing &#34;green&#34; is the color. Not a good value. You are locked into buying coffee pods that are for another type of coffee maker. Then you have to fold spindle and mutilate the pods to get them to fit so the bags are punctured. The coffee that comes with the purchase is the worst coffee I have had since Viet Nam.,2013-04-01,-0.722
1798019,1798121,US,14794954,R238IHLFB915AU,B001MRL9SW,272191435,Turnbull Farms™ Fresh Gourmet Quail Eggs,Grocery,1.0,2.0,34.0,N,Y,I started getting sick,"These eggs were good, however, they started making my stomach hurt after 2 months.  I had sever stomach cramps, the cramps stopped after I stopped consuming the eggs.",2013-03-28,-0.5106
1798121,1798223,US,16015913,R11IFTOT823TTT,B004C3P786,961520449,"Sjaak's Foil-Wrapped Organic Chocolate Bites, 0.25 oz.",Grocery,1.0,1.0,1.0,N,Y,WARNING!!!!! Spoiled and outdated. Made me sick. NO STARS,I ordered the Sjaak's dark chocolate orange bites. These were spoiled and old. I tasted one and it gagged me and I had to spit it out. When I unwrapped another I could see how visably old they are. I will try to upload the picture. Then I looked at the label. They were 6 months past the expiration date. Now I feel sick to my stomach. So be warned. Unbelievable that this company would send these out to people. Irresponsible.,2013-03-28,-0.8323
1801277,1801379,US,52821337,R2LWMTG4AEGC8Y,B0019AC50I,112495241,"XYLOBURST Peppermint xylitol gum 12/12pc, 0.02 Pound",Grocery,1.0,0.0,1.0,N,Y,"Made me nauseous, gave me indigestion.",Why doesn't this gum have a warning about side effects? I kept feeling nauseous and having an upset stomach after I chewed it. I looked it up and found out this is a common reaction to xylotol. I would expect the gum to warn people of this since it took me a long time to make the connection between the gum and my stomach problems. Seems misleading.,2013-03-25,-0.8519
1802020,1802122,US,41610502,R19NAOQODPERWT,B005GLXRC6,456103335,"Lorann Oils Ammonium Carbonate Baker's Ammonia, 2.7 Ounce",Grocery,4.0,4.0,5.0,N,Y,Baker's ammonia,I was satisfied with the purchase but was confused by packaging details.  Listed as 3.5 oz. but the bottle is 2.7.,2013-03-25,-0.2617
1806217,1806319,US,49291115,R1G2CGXXSQKMCG,B001ELLBJS,356715615,"Great Lakes Unflavored Gelatin, Kosher, 16 Ounce Can",Grocery,1.0,37.0,58.0,N,N,Made us sick and.....,"This product and company are AWFUL!!!  I researched to make sure this product was GF and safe for our family with Celiac to ingest as a dietary supplement to help with leaky gut.  I could only order a 6-pack directly from the company, but figured that was fine as this product gets such rave reviews.  2 days into using 1 tsp a day per person in a hot lemonade drink---we were SICK with glutening symptoms.  Bad symptoms.  Within 2 days of not ingesting this product, we got better.  Not to mention the taste and smell of the gelatin itself is absolutely DISGUSTING---It literally tastes like eating smelly, boiled shoes.  I called the company to report our problems, and the woman on the phone was extremely rude and belligerent---insisting that there was NO way the gelatin made us sick and perhaps my kitchen was just dirty.  really?!  She would NOT refund my money unless I paid a 15% restocking fee---even though the product made us sick!!!  The gelatin is made from boiled cow hides from Argentina and made in Argentina also.  This product is horrible, this company is horrible and I wouldn't even let my worst enemy eat this toxic garbage!  I was SO angry after my phone conversation with this company--I can't even get myself to send the 6 cans back because I don't trust them.  Perhaps I can sell them online myself?",2013-03-21,-0.9964
1808446,1808548,US,24467318,R3MGF3H8NDAUXY,B002865CGG,120367658,Mariani Sun Ripened Mixed Fruit No Sugar Added Dried Fruit 36 Ounce Value Bag,Grocery,1.0,2.0,2.0,N,Y,"smelled rotten, tasted worse.","dunno if i got a bad batch or if it was old, but the fruit was mushy and rotten tasting. Smelled really bad too. threw it away as soon as i tried a bite. not happy with purchase.",2013-03-20,-0.9473
